ISBN	rgtn	ukeymd	title	auth	pub	pub_year	page	size	series	cls1	cls2	cls3	ukeymd_1
9788-853003874	81355	2024/9/13	Sense and sensibility	Jane Austen	Black Cat	2006	128p	21cm	Reading and training Step 5	837.7	RE		202409
9788-853003874	81356	2024/9/13	Sense and sensibility	Jane Austen	Black Cat	2006	128p	21cm	Reading and training Step 5	837.7	RE		202409
9788-853008411	81357	2024/9/13	Robinson Crusoe	Daniel Defoe	Black Cat	2008	143p	21cm	Reading and training  Step 5	837.7	RE		202409
9788-853001252	81358	2024/9/13	Robinson Crusoe	Daniel Defoe	Black Cat	2003	144p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-853001252	81359	2024/9/13	Robinson Crusoe	Daniel Defoe	Black Cat	2003	144p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-853001252	81360	2024/9/13	Robinson Crusoe	Daniel Defoe	Black Cat	2003	144p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-853001252	81361	2024/9/13	Robinson Crusoe	Daniel Defoe	Black Cat	2003	144p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-877549341	81362	2024/9/13	Silas Marner	George Eliot	Black Cat	2003	112p	21cm	Reading and training  upper-intermediate	837.7	RE		202409
9788-877549341	81363	2024/9/13	Silas Marner	George Eliot	Black Cat	2003	112p	21cm	Reading and training  upper-intermediate	837.7	RE		202409
9788-853001764	81364	2024/9/13	Gothic short stories	W. W. Jacobs ... [et al.]	Black Cat	2004	128p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-877547798	81365	2024/9/13	The murders in the Rue Morgue and the purloined letter	Edgar Allan Poe	Black Cat	1999	112p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-877547798	81366	2024/9/13	The murders in the Rue Morgue and the purloined letter	Edgar Allan Poe	Black Cat	1999	112p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-877549341	81367	2024/9/13	Silas Marner	George Eliot	Black Cat	2003	112p	21cm	Reading and training  upper-intermediate	837.7	RE		202409
9788-877547798	81368	2024/9/13	The murders in the Rue Morgue and the purloined letter	Edgar Allan Poe	Black Cat	1999	112p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-853007667	81369	2024/9/13	The murders in the Rue Morgue ; and  The purloined letter	Edgar Allan Poe	Black Cat	2007	111p	21cm	Reading and training  step 5  B2.2	837.7	RE		202409
9788-877547996	81370	2024/9/13	Wuthering heights	Emily Bronte	Black Cat	2002	128p	21cm	Reading and training  upper-intermediate	837.7	RE		202409
9788-877547996	81371	2024/9/13	Wuthering heights	Emily Bronte	Black Cat	2002	128p	21cm	Reading and training  Step Six C1	837.7	RE		202409
9788-877547996	81372	2024/9/13	Wuthering heights	Emily Bronte	Black Cat	2002	128p	21cm	Reading and training  Step Six C1	837.7	RE		202409
9788-853003249	81373	2024/9/13	Wuthering heights	Emily Bronte	Black Cat	2006	143p	21cm	Reading and training  Step 5 B2.2	837.7	RE		202409
9788-877547996	81374	2024/9/13	Wuthering heights	Emily Bronte	Black Cat	2002	128p	21cm	Reading and training  Step Six C1	837.7	RE		202409
9788-877547996	81375	2024/9/13	Wuthering heights	Emily Bronte	Black Cat	2002	128p	21cm	Reading and training  Step Six C1	837.7	RE		202409
9788-853005687	81376	2024/9/13	Wuthering heights	Emily Bronte	Black Cat	2006	142p	21cm	Reading and training  Step Six C1	837.7	RE		202409
9788-853005687	81377	2024/9/13	Wuthering heights	Emily Bronte	Black Cat	2006	142p	21cm	Reading and training  Step Six C1	837.7	RE		202409
9788-853005687	81378	2024/9/13	Wuthering heights	Emily Bronte	Black Cat	2006	142p	21cm	Reading and training  Step 6 C1	837.7	RE		202409
9788-853007889	81379	2024/9/13	The great Gatsby	F. Scott Fitzgerald	Black Cat	2007	159p	21cm	Reading and training  step 5	837.7	RE		202409
9788-877549341	81380	2024/9/13	Silas Marner	George Eliot	Black Cat	2003	112p	21cm	Reading and training  upper-intermediate	837.7	RE		202409
9788-853001665	81381	2024/9/13	Middlemarch	George Eliot	Black Cat	2004	160p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-853001665	81382	2024/9/13	Middlemarch	George Eliot	Black Cat	2004	160p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-853001665	81383	2024/9/13	Middlemarch	George Eliot	Black Cat	2004	160p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-877547989	81384	2024/9/13	The mill on the floss	George Eliot	Black Cat	2002	160p	21cm	Reading and training  upper-intermediate	837.7	RE		202409
9788-877547989	81385	2024/9/13	The mill on the floss	George Eliot	Black Cat	2002	160p	21cm	Reading and training  upper-intermediate	837.7	RE		202409
9788-877547989	81386	2024/9/13	The mill on the floss	George Eliot	Black Cat	2002	160p	21cm	Reading and training  upper-intermediate	837.7	RE		202409
9788-853001689	81387	2024/9/13	The portrait of a lady	Henry James	Black Cat	2006	160p	21cm	Reading and training  Step 5	837.7	RE		202409
9788-853001689	81388	2024/9/13	The portrait of a lady	Henry James	Black Cat	2006	160p	21cm	Reading and training  Step 5 B2.2	837.7	RE		202409
9788-853001689	81389	2024/9/13	The portrait of a lady	Henry James	Black Cat	2006	160p	21cm	Reading and training  Step 5 B2.2	837.7	RE		202409
9788-853001689	81390	2024/9/13	The portrait of a lady	Henry James	Black Cat	2006	160p	21cm	Reading and training  Step 5 B2.2	837.7	RE		202409
9788-853001689	81391	2024/9/13	The portrait of a lady	Henry James	Black Cat	2006	160p	21cm	Reading and training  Step 5 B2.2	837.7	RE		202409
9788-877549754	81392	2024/9/13	Emma	Jane Austen	Black Cat	2003	144p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-877549754	81393	2024/9/13	Emma	Jane Austen	Black Cat	2003	144p	21cm	Reading and training  Step 5 B2.2	837.7	RE		202409
9788-877549327	81394	2024/9/13	Tess of the d'Urbervilles	Thomas Hardy	Black Cat	2003	160p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-877549327	81395	2024/9/13	Tess of the d'Urbervilles	Thomas Hardy	Black Cat	2003	160p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-877549327	81396	2024/9/13	Tess of the d'Urbervilles	Thomas Hardy	Black Cat	2003	160p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-853001764	81397	2024/9/13	Gothic short stories	W. W. Jacobs ... [et al.]	Black Cat	2004	128p	21cm	Reading and training  Step 5 B2.2	837.7	RE		202409
9788-853001764	81398	2024/9/13	Gothic short stories	W. W. Jacobs ... [et al.]	Black Cat	2004	128p	21cm	Reading and training  Step 5 B2.2	837.7	RE		202409
9788-853001764	81399	2024/9/13	Gothic short stories	W. W. Jacobs ... [et al.]	Black Cat	2004	128p	21cm	Reading and training  Step 5 B2.2	837.7	RE		202409
9788-877549754	81400	2024/9/13	Emma	Jane Austen	Black Cat	2003	144p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-877549754	81401	2024/9/13	Emma	Jane Austen	Black Cat	2003	144p	21cm	Reading and training  Step 5 B2.2	837.7	RE		202409
9788-853001351	81402	2024/9/13	Pride and prejudice	Jane Austen	Black Cat	2003	160p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-853001351	81403	2024/9/13	Pride and prejudice	Jane Austen	Black Cat	2003	160p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-853001351	81404	2024/9/13	Pride and prejudice	Jane Austen	Black Cat	2003	160p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-877545602	81405	2024/9/13	Board games	James Butler	Black Cat	2000	111p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-877545602	81406	2024/9/13	Board games	James Butler	Black Cat	2000	111p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-853006387	81407	2024/9/13	The Canterbury tales	Geoffrey Chaucer	Black Cat	2007	111p	21cm	Reading and training  step 4  B2.1	837.7	RE		202409
9788-853004833	81408	2024/9/13	The woman in white	Wilkie Collins	Black Cat	2007	111p	21cm	Reading and training  Step 4 B2.1	837.7	RE		202409
9788-853004833	81409	2024/9/13	The woman in white	Wilkie Collins	Black Cat	2007	111p	21cm	Reading and training  Step 4 B2.1	837.7	RE		202409
9788-853004833	81410	2024/9/13	The woman in white	Wilkie Collins	Black Cat	2007	111p	21cm	Reading and training  Step 4 B2.1	837.7	RE		202409
9788-853004833	81411	2024/9/13	The woman in white	Wilkie Collins	Black Cat	2007	111p	21cm	Reading and training  Step 4 B2.1	837.7	RE		202409
9788-877546012	81412	2024/9/13	Great expectations	Charles Dickens	Black Cat	2002	159p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-877546012	81413	2024/9/17	Great expectations	Charles Dickens	Black Cat	2002	159p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-877546012	81414	2024/9/17	Great expectations	Charles Dickens	Black Cat	2002	159p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-853000255	81415	2024/9/17	A Christmas Carol	Charles Dickens	Black Cat	2003	111p	21cm	Reading and training  pre-intermediate  step 4	837.7	RE		202409
9788-853000255	81416	2024/9/17	A Christmas Carol	Charles Dickens	Black Cat	2003	111p	21cm	Reading and training  pre-intermediate  step 4	837.7	RE		202409
9788-853000255	81417	2024/9/17	A Christmas Carol	Charles Dickens	Black Cat	2003	111p	21cm	Reading and training  pre-intermediate  step 4	837.7	RE		202409
9788-853000255	81418	2024/9/17	A Christmas Carol	Charles Dickens	Black Cat	2003	111p	21cm	Reading and training  pre-intermediate  step 4	837.7	RE		202409
9788-877549341	81419	2024/9/17	Silas Marner	George Eliot	Black Cat	2003	112p	21cm	Reading and training  Step6　C1	837.7	RE		202409
9788-877547590	81420	2024/9/17	The problem of cell 13	Jacques Futrelle	Black Cat	1999	96p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-853000903	81421	2024/9/17	The scarlet letter	Nathaniel Hawthorne 	Black Cat	2004	159p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-853003331	81422	2024/9/17	Pamela	Samuel Richardson	Black Cat	2006	144p	21cm	Reading and training  Step 5 B2.2	837.7	RE		202409
9788-853003331	81423	2024/9/17	Pamela	Samuel Richardson	Black Cat	2006	144p	21cm	Reading and training  Step 5 B2.2	837.7	RE		202409
9788-853003331	81424	2024/9/17	Pamela	Samuel Richardson	Black Cat	2006	144p	21cm	Reading and training  Step 5 B2.2	837.7	RE		202409
9788-877549327	81425	2024/9/17	Tess of the d'Urbervilles	Thomas Hardy	Black Cat	2003	160p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-877549327	81426	2024/9/17	Tess of the d'Urbervilles	Thomas Hardy	Black Cat	2003	160p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-853000903	81427	2024/9/18	The scarlet letter	Nathaniel Hawthorne	Black Cat	2004	159p	21cm	Reading and training  Step5 B2.2	837.7	RE		202409
9788-853000903	81428	2024/9/18	The scarlet letter	Nathaniel Hawthorne	Black Cat	2004	159p	21cm	Reading and training  Step5 B2.2	837.7	RE		202409
9788-853001337	81429	2024/9/18	Washington Square	Henry James	Black Cat	2003	160p	21cm	Reading and training  pre-intermediate	837.7	RE		202409
9788-853001337	81430	2024/9/18	Washington Square	Henry James	Black Cat	2003	160p	21cm	Reading and training  pre-intermediate	837.7	RE		202409
9788-877547972	81431	2024/9/18	Le morte d'Arthur	Sir Thomas Malory	Black Cat	2002	144p	21cm	Reading and training  pre-intermediate	837.7	RE		202409
9788-877547972	81432	2024/9/18	Le morte d'Arthur	Sir Thomas Malory	Black Cat	2002	144p	21cm	Reading and training  pre-intermediate	837.7	RE		202409
9788-877547972	81433	2024/9/18	Le morte d'Arthur	Sir Thomas Malory	Black Cat	2002	144p	21cm	Reading and training  pre-intermediate	837.7	RE		202409
9788-877547965	81434	2024/9/18	The tragedy of Dr Faustus	Christopher Marlowe	Black Cat	2002	128p	21cm	Reading and training  pre-intermediate	837.7	RE		202409
9788-877547965	81435	2024/9/18	The tragedy of Dr Faustus	Christopher Marlowe	Black Cat	2002	128p	21cm	Reading and training  pre-intermediate	837.7	RE		202409
9788-877547965	81436	2024/9/18	The tragedy of Dr Faustus	Christopher Marlowe	Black Cat	2002	128p	21cm	Reading and training  pre-intermediate	837.7	RE		202409
9788-877547965	81437	2024/9/18	The tragedy of Dr Faustus	Christopher Marlowe	Black Cat	2002	128p	21cm	Reading and training  pre-intermediate	837.7	RE		202409
9788-853000217	81438	2024/9/18	American horror : three terrifying tales	Edgar Allan Poe	Black Cat	2003	110p	21cm	Reading and training  pre-intermediate	837.7	RE		202409
9788-853000217	81439	2024/9/18	American horror : three terrifying tales	Edgar Allan Poe	Black Cat	2003	110p	21cm	Reading and training  Step4 B2.1	837.7	RE		202409
9788-853000217	81440	2024/9/18	American horror : three terrifying tales	Edgar Allan Poe	Black Cat	2003	110p	21cm	Reading and training  Step4 B2.1	837.7	RE		202409
9788-853010223	81441	2024/9/18	American horror	Edgar Allan Poe	Black Cat	2010	111p	21cm	Reading and training  step 4 B2.1	837.7	RE		202409
9788-853010223	81442	2024/9/18	American horror	Edgar Allan Poe	Black Cat	2010	111p	21cm	Reading and training  step 4 B2.1	837.7	RE		202409
9788-853000378	81443	2024/9/18	The picture of Dorian Gray	Oscar Wilde	Black Cat	2003	144p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-853000279	81444	2024/9/18	Dracula	Bram Stoker	Black Cat	2003	128p	21cm	Reading and training  pre-intermediate  step 4	837.7	RE		202409
9788-853000279	81445	2024/9/18	Dracula	Bram Stoker	Black Cat	2003	128p	21cm	Reading and training  pre-intermediate  step 4	837.7	RE		202409
9788-853001405	81446	2024/9/19	Wicked and humorous tales	Saki	Black Cat	2004	128p	21cm	Reading and training  pre-intermediate  step 4	837.7	RE		202409
9788-877547958	81447	2024/9/19	Beowulf	Victoria Spence	Black Cat	2002	112p	21cm	Reading and training  pre-intermediate	837.7	RE		202409
9788-877547958	81448	2024/9/19	Beowulf	Victoria Spence	Black Cat	2002	112p	21cm	Reading and training  pre-intermediate	837.7	RE		202409
9788-877547958	81449	2024/9/19	Beowulf	Victoria Spence	Black Cat	2002	112p	21cm	Reading and training  pre-intermediate	837.7	RE		202409
9788-853004833	81450	2024/9/19	The woman in white	Wilkie Collins	Black Cat	2007	111p	21cm	Reading and training  Step 4 B2.1	837.7	RE		202409
9788-853003201	81451	2024/9/19	Jack the Ripper	Peter Foreman	Black Cat	2005	96p	21cm	Reading and training  pre-intermediate  step 4　B2.1	837.7	RE		202409
9788-853000279	81452	2024/9/19	Dracula	Bram Stoker	Black Cat	2003	128p	21cm	Reading and training  pre-intermediate  step 4	837.7	RE		202409
9788-853001405	81453	2024/9/19	Wicked and humorous tales	Saki	Black Cat	2004	128p	21cm	Reading and training  pre-intermediate  step 4	837.7	RE		202409
9788-853001405	81454	2024/9/19	Wicked and humorous tales	Saki	Black Cat	2004	128p	21cm	Reading and training  pre-intermediate  step 4	837.7	RE		202409
9788-853001405	81455	2024/9/19	Wicked and humorous tales	Saki	Black Cat	2004	128p	21cm	Reading and training  pre-intermediate  step 4	837.7	RE		202409
9788-877549297	81456	2024/9/19	Tom Jones	Henry Fielding	Black Cat	2003	144p	21cm	Reading and training  pre-intermediate	837.7	RE		202409
9788-877547972	81457	2024/9/19	Le morte d'Arthur	Sir Thomas Malory	Black Cat	2002	144p	21cm	Reading and training  pre-intermediate	837.7	RE		202409
9788-853003201	81458	2024/9/19	Jack the Ripper	Peter Foreman	Black Cat	2005	96p	21cm	Reading and training  pre-intermediate  step 4　B2.1	837.7	RE		202409
9788-853003201	81459	2024/9/19	Jack the Ripper	Peter Foreman	Black Cat	2005	96p	21cm	Reading and training  pre-intermediate  step 4　B2.1	837.7	RE		202409
9788-853003201	81460	2024/9/19	Jack the Ripper	Peter Foreman	Black Cat	2005	96p	21cm	Reading and training  pre-intermediate  step 4　B2.1	837.7	RE		202409
9788-853006103	81461	2024/9/19	Moby Dick	Herman Melville	Black Cat	2007	127p	21cm	Reading and training  Step 4	837.7	RE		202409
9788-853006103	81462	2024/9/19	Moby Dick	Herman Melville	Black Cat	2007	127p	21cm	Reading and training  Step 4	837.7	RE		202409
9788-877549297	81463	2024/9/19	Tom Jones	Henry Fielding	Black Cat	2003	144p	21cm	Reading and training  pre-intermediate	837.7	RE		202409
9788-877549297	81464	2024/9/19	Tom Jones	Henry Fielding	Black Cat	2003	144p	21cm	Reading and training  pre-intermediate	837.7	RE		202409
9788-877549297	81465	2024/9/19	Tom Jones	Henry Fielding	Black Cat	2003	144p	21cm	Reading and training  pre-intermediate	837.7	RE		202409
9788-853006103	81466	2024/9/19	Moby Dick	Herman Melville	Black Cat	2007	127p	21cm	Reading and training  Step 4　B2.1	837.7	RE		202409
9788-877547750	81467	2024/9/19	The big mistake and other stories	Nella Burnett-Stuart  Bruna Deriu	Black Cat	1998	128p	21cm	Reading and training  pre-intermediate	837.7	RE		202409
9788-877547750	81468	2024/9/19	The big mistake and other stories	Nella Burnett-Stuart  Bruna Deriu	Black Cat	1998	128p	21cm	Reading and training  Step 4 B2.1	837.7	RE		202409
9788-877546418	81469	2024/9/19	Frankenstein	Mary Shelley	Black Cat	1997	160p	21cm	Reading and training	837.7	RE		202409
9788-877546418	81470	2024/9/19	Frankenstein	Mary Shelley	Black Cat	1997	160p	21cm	Reading and training	837.7	RE		202409
9788-877547972	81471	2024/9/19	Le morte d'Arthur	Sir Thomas Malory	Black Cat	2002	144p	21cm	Reading and training  Step4 B2.1	837.7	RE		202409
9788-853003201	81472	2024/9/19	Jack the Ripper	Peter Foreman	Black Cat	2005	96p	21cm	Reading and training  pre-intermediate  step 4　B2.1	837.7	RE		202409
9788-877548603	81473	2024/9/19	A tale of two cities	Charles Dickens	Black Cat	2002	160p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-853001764	81474	2024/9/19	Gothic short stories	W. W. Jacobs ... [et al.]	Black Cat	2004	128p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-853001702	81475	2024/9/19	Sons and lovers	D. H. Lawrence	Black Cat	2005	144p	21cm	Reading and training  intermediate	837.7	RE		202409
9788-853001641	81476	2024/9/19	Famous British criminals from The Newgate calendar	Victoria Spence	Black Cat	2005	112p	21cm	Reading and training  step 4 B2.1	837.7	RE		202409
